Mod:Item:MetaData, Localized Name
rockhounding_surface:castano_chiseled:7, Castanoxylon Chiseled Plank
rockhounding_surface:castano_chiseled:8, Castanoxylon Chiseled Plank
rockhounding_surface:castano_chiseled:9, Castanoxylon Chiseled Plank
rockhounding_surface:castano_chiseled:10, Castanoxylon Chiseled Plank
rockhounding_surface:castano_chiseled:11, Castanoxylon Chiseled Plank
rockhounding_surface:castano_chiseled:12, Castanoxylon Chiseled Plank
rockhounding_surface:castano_chiseled:13, Castanoxylon Chiseled Plank
rockhounding_surface:castano_chiseled:14, Castanoxylon Chiseled Plank
rockhounding_surface:castano_chiseled:15, Castanoxylon Chiseled Plank
rockhounding_surface:azurite_chiseled:0, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:1, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:2, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:3, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:4, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:5, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:6, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:7, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:8, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:9, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:10, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:11, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:12, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:13, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:14, Fossil Azurite Chiseled Plank
rockhounding_surface:azurite_chiseled:15, Fossil Azurite Chiseled Plank
rockhounding_surface:beech_chiseled:0, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:1, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:2, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:3, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:4, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:5, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:6, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:7, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:8, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:9, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:10, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:11, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:12, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:13, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:14, Fossil Beech Chiseled Plank
rockhounding_surface:beech_chiseled:15, Fossil Beech Chiseled Plank
rockhounding_surface:teredo_chiseled:0, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:1, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:2, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:3, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:4, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:5, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:6, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:7, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:8, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:9, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:10, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:11, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:12, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:13, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:14, Teredo-Bored Chiseled Plank
rockhounding_surface:teredo_chiseled:15, Teredo-Bored Chiseled Plank
rockhounding_surface:redwood_chiseled:0, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:1, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:2, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:3, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:4, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:5, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:6, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:7, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:8, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:9, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:10, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:11, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:12, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:13, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:14, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:redwood_chiseled:15, Yellow Cat Redwood Chiseled Plank
rockhounding_surface:fluid.casting_bath, Casting Bath
rockhounding_surface:fluid.acidic_water, Acidic Water
rockhounding_surface:fluid.aging_bath, Aging Bath
rockhounding_surface:fossil_sticks:0, Bog Oak Stick
rockhounding_surface:fossil_sticks:1, Bog Spruce Stick
rockhounding_surface:fossil_sticks:2, Swamp Kauri Stick
rockhounding_surface:fossil_sticks:3, Mophane Stick
rockhounding_surface:fossil_sticks:4, Palmoxylon Stick
rockhounding_surface:fossil_sticks:5, Swamp Pine Stick
rockhounding_surface:fossil_sticks:6, Driftwood Stick
rockhounding_surface:fossil_sticks:7, Araucarioxylon Stick
rockhounding_surface:fossil_sticks:8, Petrified Betula Stick
rockhounding_surface:fossil_sticks:9, Castanoxylon Stick
rockhounding_surface:fossil_sticks:10, Opalized Wood Stick
rockhounding_surface:fossil_sticks:11, Rainbow Wood Stick
rockhounding_surface:fossil_sticks:12, Fossil Azurite Stick
rockhounding_surface:fossil_sticks:13, Teredo-Bored Stick
rockhounding_surface:fossil_sticks:14, Fossil Beech Stick
rockhounding_surface:fossil_sticks:15, Yellow Cat Redwood Stick
rockhounding_surface:gypsum_items:0, Gypsum Dust
rockhounding_surface:gypsum_items:1, Enriched Bonemeal
rockhounding_surface:gypsum_items:2, Soil Conditioner
rockhounding_surface:gypsum_items:3, Soil Amendment
rockhounding_surface:gypsum_items:4, Organic Compost
rockhounding_surface:gypsum_items:5, Mesquite Flour
rockhounding_surface:gypsum_items:6, White Sands Checker
rockhounding_surface:aging_items:0, Organic Compound
rockhounding_surface:aging_items:1, Contaminating Compound
rockhounding_surface:aging_items:2, Ferrous Compound
rockhounding_surface:aging_items:3, Copper Compound
rockhounding_surface:aging_items:4, Chromium Compound
rockhounding_surface:aging_items:5, Manganese Compound
rockhounding_surface:aging_items:6, Rainbow Compound
rockhounding_surface:aging_items:7, Lapis Lazuli Compound
rockhounding_surface:aging_items:8, Chalcedony Compound
rockhounding_surface:aging_items:9, Teredo Grub
rockhounding_surface:aging_items:10, Teredo Colture
rockhounding_surface:fossil_doors:0, Bog Oak Door
rockhounding_surface:fossil_doors:1, Bog Spruce Door
rockhounding_surface:fossil_doors:2, Swamp Kauri Door
rockhounding_surface:fossil_doors:3, Mophane Door
rockhounding_surface:fossil_doors:4, Palmoxylon Door
rockhounding_surface:fossil_doors:5, Swamp Pine Door
rockhounding_surface:fossil_doors:6, Driftwood Door
rockhounding_surface:fossil_doors:7, Araucarioxylon Door
rockhounding_surface:fossil_doors:8, Petrified Betula Door
rockhounding_surface:fossil_doors:9, Castanoxylon Door
rockhounding_surface:fossil_doors:10, Opalized Wood Door
rockhounding_surface:fossil_doors:11, Rainbow Wood Door
rockhounding_surface:fossil_doors:12, Fossil Azurite Door
rockhounding_surface:fossil_doors:13, Teredo-Bored Door
rockhounding_surface:fossil_doors:14, Fossil Beech Door
rockhounding_surface:fossil_doors:15, Yellow Cat Redwood Door
rockhounding_surface:ricegrass_seeds, Indian Ricegrass Seeds
rockhounding_surface:ricegrass_item, Indian Ricegrass
rockhounding_surface:sourberry_fruit, Sourberry
rockhounding_surface:purplepear_fruit, Purple Prickly Pear
rockhounding_surface:mesquite_fruit, Mesquite seeds
rockhounding_surface:mesquite_flower, Mesquite Flower
rockhounding_surface:rosemary_flower, Hoary Rosemary Mint Flower
rockhounding_surface:sourberry_pie, Sourberry Pie
rockhounding_surface:sourberry_tea, Sourberry Tea
rockhounding_surface:purplepear_jam, Purple Prickly Pear Jam
rockhounding_surface:mesquite_liquor, Mesquite Juice
rockhounding_surface:mesquite_tea, Mesquite Tea
rockhounding_surface:rosemary_tea, Hoary Rosemary Mint Tea
rockhounding_surface:sotol, Sotol
rockhounding_surface:truffles:0, Black Truffle
rockhounding_surface:truffles:1, Winter Truffle
rockhounding_surface:truffles:2, Summer Truffle
rockhounding_surface:truffles:3, Giant Truffle
rockhounding_surface:truffles:4, White Truffle
rockhounding_surface:truffle_slices, Truffle Slices
rockhounding_surface:truffle_vodka, Truffle Vodka
rockhounding_surface:truffle_toast, Toast with Truffle
rockhounding_surface:truffle_pumpkin, Truffled Pumpkin
rockhounding_surface:truffle_omelette, Truffled Omelette
superfactorymanager:cable_relay:0, Inventory Relay
superfactorymanager:cable_relay:8, Advanced Inventory Relay
superfactorymanager:cable_intake:0, Item Valve
superfactorymanager:cable_intake:8, Rapid Item Valve
superfactorymanager:cable_cluster:0, Cable Cluster
superfactorymanager:cable_cluster:8, Advanced Cable Cluster
superfactorymanager:cable_camouflage:0, Cable Camouflage
superfactorymanager:cable_camouflage:1, Double Sided Cable Camouflage
superfactorymanager:cable_camouflage:2, Transforming Cable Camouflage
superfactorymanager:manager, Machine Inventory Manager
superfactorymanager:cable, Inventory Cable
superfactorymanager:cable_output, Redstone Emitter
superfactorymanager:cable_input, Redstone Receiver
superfactorymanager:cable_bud, Block Detector
superfactorymanager:cable_breaker, Block Gate
superfactorymanager:cable_sign, Sign Updater
superfactorymanager:disk, Memory Disc
immersiveintelligence:material:0, Продвинутая вакуумная трубка
immersiveintelligence:material:1, Простой электронный компонент
immersiveintelligence:material:2, Сырая простая печатная плата
immersiveintelligence:material:3, Травленая простая печатная плата
immersiveintelligence:material:4, Продвинутый электронный компонент
immersiveintelligence:material:5, Сырая продвинутая печатная плата
immersiveintelligence:material:6, Травленая продвинутая печатная плата
immersiveintelligence:material:7, Продвинутая печатная плата
immersiveintelligence:material:8, Транзистор
immersiveintelligence:material:9, Процессор
immersiveintelligence:material:10, Сырая процессорная печатная плата
immersiveintelligence:material:11, Травленая процессорная печатная плата
immersiveintelligence:material:12, Процессорная печатная плата
immersiveintelligence:material:13, Компактный электрический двигатель
immersiveintelligence:material:14, Продвинутый компактный электрический двигатель
immersiveintelligence:material:15, Пустая перфолента
immersiveintelligence:material:16, RDX пыль
immersiveintelligence:material:17, HMX пыль
immersiveintelligence:material:18, Белый Фосфор
immersiveintelligence:material:19, Соляная пыль
immersiveintelligence:material:20, Карбоновая щётка
immersiveintelligence:material:21, Стекловолоконный кабель
immersiveintelligence:material:22, Опилки
immersiveintelligence:material:23, Формальдегитовая пыль
immersiveintelligence:material:24, Уротропиновая пыль
immersiveintelligence:material:25, Wood Pulp
immersiveintelligence:material:26, Treated Wood Pulp
immersiveintelligence:material:27, Artificial Leather
immersiveintelligence:material:28, Natural Rubber
immersiveintelligence:material:29, Rubber Belt
immersiveintelligence:material:30, Rubber Tire
immersiveintelligence:material_ingot:0, Слиток продвинутого электронного сплава
immersiveintelligence:material_ingot:1, Латунный слиток
immersiveintelligence:material_ingot:2, Платиновый слиток
immersiveintelligence:material_ingot:3, Вольфрамовый слиток
immersiveintelligence:material_ingot:4, Цинковый слиток
immersiveintelligence:material_ingot:5, Магнит
immersiveintelligence:material_ingot:6, Слиток кремния
immersiveintelligence:material_plate:0, Пластина продвинутого электронного сплава
immersiveintelligence:material_plate:1, Латунная пластина
immersiveintelligence:material_plate:2, Платиновая пластина
immersiveintelligence:material_plate:3, Вольфрамовая пластина
immersiveintelligence:material_plate:4, Цинковая пластина
immersiveintelligence:material_plate:5, Кремнивая пластина
immersiveintelligence:material_dust:0, Пыль продвинутого электронного сплава
immersiveintelligence:material_dust:1, Латунная пыль
immersiveintelligence:material_dust:2, Платиновая пыль
immersiveintelligence:material_dust:3, Вольфрамовая пыль
immersiveintelligence:material_dust:4, Цинковая пыль
immersiveintelligence:material_dust:5, Кремнивая пыль
immersiveintelligence:material_dust:6, Флюоритовая пыль
immersiveintelligence:material_dust:7, Кварцивая пыль
immersiveintelligence:material_dust:8, Грязная Кварцевая пыль
immersiveintelligence:material_dust:9, Фосфоровая пыль
immersiveintelligence:material_nugget:0, Кусочек продвинутого электронного сплава
immersiveintelligence:material_nugget:1, Латунный кусочек
immersiveintelligence:material_nugget:2, Платиновый кусочек
immersiveintelligence:material_nugget:3, Вольфрамовый кусочек
immersiveintelligence:material_nugget:4, Цинковый кусочек
immersiveintelligence:material_nugget:5, Кремниевый кусочек
immersiveintelligence:material_wire:0, Вольфрамовый провод
immersiveintelligence:material_spring:0, Латунная пружина
immersiveintelligence:material_spring:1, Железная пружина
immersiveintelligence:material_spring:2, Стальная пружина
immersiveintelligence:material_gem:0, Флюорит Незера
immersiveintelligence:material_gem:1, Фосфор Незера
immersiveintelligence:material_boule:0, Кремнивая буля
immersiveintelligence:press_mold:0, Пресс-форма для металла: артерилийская гильза
immersiveintelligence:press_mold:1, Пресс-форма для металла: гильза для пулемёта
immersiveintelligence:press_mold:2, Пресс-форма для металла: гильза для gистолета-пулемёта
immersiveintelligence:press_mold:3, Пресс-форма для металла: граната
immersiveintelligence:press_mold:4, Metal Press Mold: Light Howitzer Shell Casing
immersiveintelligence:circuit_functional:0, Арифметическая плата
immersiveintelligence:circuit_functional:1, Продвинутая арифметическая плата
immersiveintelligence:circuit_functional:2, Логическая плата
immersiveintelligence:circuit_functional:3, Сравнительна плата
immersiveintelligence:circuit_functional:4, Продвинутая логическая плата
immersiveintelligence:circuit_functional:5, Плата текстового процессора
immersiveintelligence:circuit_functional:6, Плата операций стека предметов
immersiveintelligence:motor_belt:0, Тканевый моторный ремень
immersiveintelligence:motor_belt:1, Стальной моторный ремень
immersiveintelligence:motor_gear:0, Медная шестерня
immersiveintelligence:motor_gear:1, Латунная шестерня
immersiveintelligence:motor_gear:2, Железная шестерня
immersiveintelligence:motor_gear:3, Стальная шестерня
immersiveintelligence:motor_gear:4, Вольфрамовая шестерня
immersiveintelligence:skycrate_mount:0, Фуникулёр
immersiveintelligence:skycrate_mount:1, Электрический фуникулёр
immersiveintelligence:lighter, Зажигалка инженера
immersiveintelligence:electric_hammer, Электрический молоток инженера
immersiveintelligence:trench_shovel, Trench Shovel
immersiveintelligence:tripod_periscope, Tripod Periscope
immersiveintelligence:mine_detector, Mine Detector
immersiveintelligence:vulcanizer_mold:0, item.immersiveintelligence.vulcanizer_mold.belt.name
immersiveintelligence:vulcanizer_mold:1, item.immersiveintelligence.vulcanizer_mold.tire.name
immersiveintelligence:electric_wirecutter, Электрические кусачки инженера
immersiveintelligence:wrench, Гаечный ключ инжинера
immersiveintelligence:electric_wrench, Электрический гаечный ключ
immersiveintelligence:drillhead:0, Вольфрамовая сверлильная головка
immersiveintelligence:drillhead:1, Покрытая алмазом железная сверлильная головка
immersiveintelligence:drillhead:2, Покрытая алмазом стальная сверлильная соловка
immersiveintelligence:drillhead:3, Покрытая алмазом вольфрамовая сверлильная головка
immersiveintelligence:tachometer, Тахометр инжинера
immersiveintelligence:data_wire, Катушка кабеля данных
immersiveintelligence:small_wirecoil:0, Small Redstone Cable Coil
immersiveintelligence:small_wirecoil:1, Small Data Cable Coil
immersiveintelligence:minecart:0, Вагонетка с деревянным ящиком
immersiveintelligence:minecart:1, Вагонетка с защищённым ящиком
immersiveintelligence:minecart:2, Вагонетка со стальным ящиком
immersiveintelligence:minecart:3, Вагонетка с деревянной бочкой
immersiveintelligence:minecart:4, Вагонетка с металлической бочкой
immersiveintelligence:radio_configurator:0, Базовый радиотюнер
immersiveintelligence:radio_configurator:1, Продвинутый радиотюнер
immersiveintelligence:measuring_cup, Мерный стакан инжинера
immersiveintelligence:precission_tool:0, Точная циркулярная пила
immersiveintelligence:precission_tool:1, Точная дрель
immersiveintelligence:precission_tool:2, Точный манипулятор
immersiveintelligence:precission_tool:3, Точный паяльник
immersiveintelligence:precission_tool:4, Точный сварщик
immersiveintelligence:precission_tool:5, Точный молоток
immersiveintelligence:assembly_scheme, Сборочная схема
immersiveintelligence:sawblade:0, Железное лезвие пилы
immersiveintelligence:sawblade:1, Стальное лезвие пилы
immersiveintelligence:sawblade:2, Вольфрамовое лезвие пилы
immersiveintelligence:binoculars:0, Бинокль
immersiveintelligence:binoculars:1, Инфракрасный бинокль
immersiveintelligence:machinegun, Пулемёт
immersiveintelligence:submachinegun, Submachinegun
immersiveintelligence:weapon_upgrade:0, Тяжёлый ствол
immersiveintelligence:weapon_upgrade:1, Охлаждаемый водой ствол
immersiveintelligence:weapon_upgrade:2, Ленточный магазин
immersiveintelligence:weapon_upgrade:3, Второй магазин
immersiveintelligence:weapon_upgrade:4, Полевые сошки
immersiveintelligence:weapon_upgrade:5, Точные сошки
immersiveintelligence:weapon_upgrade:6, Прицел
immersiveintelligence:weapon_upgrade:7, Инфракрасный прицел
immersiveintelligence:weapon_upgrade:8, Attachable Shields
immersiveintelligence:weapon_upgrade:9, Tripod
immersiveintelligence:weapon_upgrade:10, Sturdy Barrel
immersiveintelligence:weapon_upgrade:11, Suppressor
immersiveintelligence:weapon_upgrade:12, Bottom Loader
immersiveintelligence:weapon_upgrade:13, Folding Stock
immersiveintelligence:light_engineer_armor_helmet, Engineer's Light Helmet
immersiveintelligence:light_engineer_armor_chestplate, Engineer's Light Chestplate
immersiveintelligence:light_engineer_armor_leggings, Engineer's Light Leggings
immersiveintelligence:light_engineer_armor_boots, Engineer's Light Boots
immersiveintelligence:armor_upgrade:0, Gas Mask
immersiveintelligence:advanced_powerpack, Improved Capacitor Backpack
immersiveintelligence:bullet_artillery_8bcal:1, Artillery Shell Casing
immersiveintelligence:bullet_artillery_6bcal:1, Light Artillery Shell Casing
immersiveintelligence:bullet_autocannon_3bcal:1, Autocannon Shell Casing
immersiveintelligence:bullet_grenade_5bcal:1, Hand-Grenade Stick
immersiveintelligence:bullet_railgun_grenade_4bcal:1, Railgun Grenade Rod
immersiveintelligence:bullet_mg_2bcal:1, Machinegun Bullet Casing
immersiveintelligence:bullet_stg_1bcal:1, Storm Rifle Bullet Casing
immersiveintelligence:bullet_smg_1bcal:1, Submachinegun Bullet Casing
immersiveintelligence:bullet_magazine:0, Пулемётный магазин
immersiveintelligence:bullet_magazine:1, Магазин пистолета-пулемёта
immersiveintelligence:bullet_magazine:2, Автаматический револьверный магазин
immersiveintelligence:bullet_magazine:3, Барабанный магазин пистолета-пулемёта
immersiveintelligence:bullet_magazine:4, Storm Rifle Magazine
immersiveintelligence:punchtape, Перфолента
immersiveintelligence:printed_page:0, Пустая страница
immersiveintelligence:printed_page:1, Распечатанный текст
immersiveintelligence:printed_page:2, Распечатанный код
immersiveintelligence:printed_page:3, Распечатанная конструкционная схема
immersiveintelligence:tracer_powder:0, Tracer Powder
immersiveintelligence:tracer_powder:1, Flare Powder
immersiveintelligence:rubber_log, tile.immersiveintelligence.rubber_log.name
immersiveintelligence:rubber_leaves, tile.immersiveintelligence.rubber_leaves.name
immersiveintelligence:rubber_sapling, tile.immersiveintelligence.rubber_sapling.name
immersiveintelligence:ore:0, Платиновая руда
immersiveintelligence:ore:1, Цинковая руда
immersiveintelligence:ore:2, Вольфрамовая руда
immersiveintelligence:ore:3, Соляная руда
immersiveintelligence:ore:4, Руда Незерского флюорита
immersiveintelligence:ore:5, Руда Незерского фосфора
immersiveintelligence:sheetmetal:0, Платиновый листовой металл
immersiveintelligence:sheetmetal:1, Цинковый листовой металл
immersiveintelligence:sheetmetal:2, Вольфрамовый листовой металл
immersiveintelligence:sheetmetal:3, Латунный листовой металл
immersiveintelligence:storage:0, Платиновый блок
immersiveintelligence:storage:1, Цинковый блок
immersiveintelligence:storage:2, Вольфрамовый блок
immersiveintelligence:storage:3, Латунный блок
immersiveintelligence:storage_slab:0, Платиновая плита
immersiveintelligence:storage_slab:1, Цинковая плита
immersiveintelligence:storage_slab:2, Вольфрамовая плита
immersiveintelligence:storage_slab:3, Латунная плита
immersiveintelligence:sheetmetal_slab:0, Плита платинового листового металла
immersiveintelligence:sheetmetal_slab:1, Плита цинкового листового металла
immersiveintelligence:sheetmetal_slab:2, Плита вольфрамового листового металла
immersiveintelligence:sheetmetal_slab:3, Плита латунного листового металла
immersiveintelligence:stone_decoration, tile.immersiveintelligence.stone_decoration.name
immersiveintelligence:cloth_decoration:0, Катушка верёвки
immersiveintelligence:cloth_decoration:1, Тканевый ремень
immersiveintelligence:metal_decoration:0, Катушка кабеля данных
immersiveintelligence:metal_decoration:1, Электронный инженерный блок
immersiveintelligence:metal_decoration:2, Продвинутый электронный инженерный блок
immersiveintelligence:metal_decoration:3, Механический инженерный блок
immersiveintelligence:metal_decoration:4, Тжёлый механический инженерный блок
immersiveintelligence:metal_decoration:5, Стальной ремень
immersiveintelligence:metal_decoration:6, Computer Engineering Block
immersiveintelligence:concrete_decoration:0, Concrete Bricks
immersiveintelligence:concrete_decoration:1, Panzerconcrete Bricks
immersiveintelligence:concrete_decoration:2, Überconcrete Bricks
immersiveintelligence:concrete_decoration_slab:0, Concrete Bricks Slab
immersiveintelligence:concrete_decoration_slab:1, Panzerconcrete Bricks Slab
immersiveintelligence:concrete_decoration_slab:2, Überconcrete Bricks Slab
immersiveintelligence:concrete_decoration_stairs_concrete_bricks, Concrete Bricks Slab
immersiveintelligence:concrete_decoration_stairs_sturdy_concrete_bricks, Panzerconcrete Bricks Stairs
immersiveintelligence:concrete_decoration_stairs_uberconcrete, Überconcrete Bricks Stairs
immersiveintelligence:metal_fortification:0, Steel Chain Fence
immersiveintelligence:metal_fortification:1, Brass Chain Fence
immersiveintelligence:metal_fortification:2, Aluminium Chain Fence
immersiveintelligence:metal_fortification1, tile.immersiveintelligence.metal_fortification1.name
immersiveintelligence:wooden_fortification:0, Wooden Steel Chain Fence
immersiveintelligence:wooden_fortification:1, Wooden Brass Chain Fence
immersiveintelligence:metal_device:0, Стальной ящик
immersiveintelligence:metal_device:1, Ящик с боеприпасами
immersiveintelligence:metal_device:2, Маленький буфер данных
immersiveintelligence:metal_device:3, Временной буфер
immersiveintelligence:metal_device:4, Краснокаменный буфер
immersiveintelligence:metal_device:5, Punchtape Reader
immersiveintelligence:metal_device:6, Маршрутизатор данных
immersiveintelligence:metal_device:7, Объеденитель данных
immersiveintelligence:metal_device:8, Medical Crate
immersiveintelligence:metal_device:9, Repair Crate
immersiveintelligence:data_connector:0, Коннектор данных
immersiveintelligence:data_connector:1, Реле данных
immersiveintelligence:data_connector:2, Сирена
immersiveintelligence:data_connector:3, Манипулятор
immersiveintelligence:data_connector:4, Жидкостный загрузчик
immersiveintelligence:data_connector:5, Продвинутых манипулятор
immersiveintelligence:data_connector:6, Продвинутый жидкостный загрузчик
immersiveintelligence:data_connector:7, Химический раздатчик
immersiveintelligence:data_connector:8, Programmable Speaker
immersiveintelligence:data_connector:9, Data Debugger
immersiveintelligence:data_connector:10, Data Callback Connector
immersiveintelligence:small_crate:0, Маленький деревянных ящик (коробка)
immersiveintelligence:small_crate:1, Маленький деревянных ящик (куб)
immersiveintelligence:small_crate:2, Маленький деревянных ящик (широкий)
immersiveintelligence:small_crate:3, Маленький металлический ящик (коробка)
immersiveintelligence:small_crate:4, Маленький металлический ящик (куб)
immersiveintelligence:small_crate:5, Маленький металлический ящик (широкий)
immersiveintelligence:mine_sign, tile.immersiveintelligence.mine_sign.name
immersiveintelligence:tripmine, tile.immersiveintelligence.tripmine.name
immersiveintelligence:naval_mine:1, Naval Mine Casing
immersiveintelligence:mechanical_device:0, Деревянная трансмиссия
immersiveintelligence:mechanical_device:1, Креативная трансмиссия
immersiveintelligence:mechanical_device1, tile.immersiveintelligence.mechanical_device1.name
immersiveintelligence:gearbox, tile.immersiveintelligence.gearbox.name
immersiveintelligence:mechanical_connector, tile.immersiveintelligence.mechanical_connector.name
mineralogy:conglomerate_smooth_brick_slab, Conglomerate Polished Brick Slab
mineralogy:scoria_furnace, Scoria Furnace
mineralogy:gneiss_relief_pickaxe, Gneiss Pickaxe Relief
mineralogy:diabase_furnace, Diabase Furnace
mineralogy:marble_brick_stairs, Marble Brick Stairs
mineralogy:andesite_slab, Andesite Slab
mineralogy:rock_salt_brick_wall, Rock Salt Brick Wall
mineralogy:rock_salt_wall, Rock Salt Wall
mineralogy:quartzite_slab, Quartzite Slab
mineralogy:limestone_smooth, Polished Limestone
mineralogy:pegmatite_smooth_brick, Pegmatite Polished Brick
mineralogy:quartzite_smooth_brick, Quartzite Polished Brick
mineralogy:quartzite_smooth_brick_stairs, Quartzite Polished Brick Stairs
mineralogy:rocksaltlamp, Rock Salt Lamp
mineralogy:limestone_brick_furnace, Limestone Brick Furnace
mineralogy:gneiss_relief_left, Gneiss Left Relief
mineralogy:marble_smooth_brick_stairs, Marble Polished Brick Stairs
mineralogy:basaltic_glass_smooth_furnace, Basaltic Glass Polished Furnace
mineralogy:shale_relief_plus, Shale Plus Relief
mineralogy:basalt_relief_hoe, Basalt Hoe Relief
mineralogy:phyllite_smooth, Polished Phyllite
mineralogy:tuff_relief_pickaxe, Tuff Pickaxe Relief
mineralogy:conglomerate_slab, Conglomerate Slab
mineralogy:schist_furnace, Schist Furnace
mineralogy:scoria_brick_stairs, Scoria Brick Stairs
mineralogy:amphibolite_smooth_brick_slab, Amphibolite Polished Brick Slab
mineralogy:basalt_wall, Basalt Wall
mineralogy:peridotite_brick, Peridotite Brick
mineralogy:granite_relief_horizontal, Granite Horizontal Relief
mineralogy:amphibolite_relief_hammer, Amphibolite Hammer Relief
mineralogy:diorite_smooth_brick, Diorite Polished Brick
mineralogy:gneiss_relief_hammer, Gneiss Hammer Relief
mineralogy:diabase_relief_right, Diabase Right Relief
mineralogy:amphibolite_smooth, SmoothAmphibolite
mineralogy:basaltic_glass_brick, Basaltic Glass Brick
mineralogy:hornfels_brick_stairs, Hornfels Brick Stairs
mineralogy:phyllite_brick_wall, Phyllite Brick Wall
mineralogy:diabase_smooth_wall, Diabase Polished Wall
mineralogy:peridotite, Peridotite
mineralogy:dolomite_relief_sword, Dolomite Sword Relief
mineralogy:diorite_brick_furnace, Diorite Brick Furnace
mineralogy:dolomite_relief_vertical, Dolomite Vertical Relief
mineralogy:pegmatite_relief_left, Pegmatite Left Relief
mineralogy:quartzite, Quartzite
mineralogy:diabase_brick_slab, Diabase Brick Slab
mineralogy:basalt_relief_pickaxe, Basalt Pickaxe Relief
mineralogy:siltstone_relief_axe, Siltstone Axe Relief
mineralogy:scoria_smooth_furnace, Scoria Polished Furnace
mineralogy:tuff_relief_hoe, Tuff Hoe Relief
mineralogy:pegmatite_relief_hammer, Pegmatite Hammer Relief
mineralogy:schist_brick_slab, Schist Brick Slab
mineralogy:phyllite_slab, Phyllite Slab
mineralogy:granite_relief_i, Granite I Relief
mineralogy:dolomite_relief_axe, Dolomite Axe Relief
mineralogy:hornfels_relief_pickaxe, Hornfels Pickaxe Relief
mineralogy:slate_smooth_stairs, Slate Polished Stairs
